id_akd,date,title,description,sifat_rapat,id_jenis_agenda,id_masa_persidangan,tempat,status,id
Komisi VI,2025-04-30 10:31:00,"RDP Panja Penyusunan NA dan RUU Tentang
	  Perlindungan Konsumen
","Mendapatkan masukan terkait Penyusunan NA dan RUU tentang Perlindungan Konsumen.
",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23022
Komisi X,2025-04-29 12:00:00,Audiensi Pimpinan Komisi X DPR RI dengan DPRD Kabupaten Pemalang,Menerima audiensi dari DPRD Kabupaten Pemalang,Tertutup,Rapat Internal,120.0,Ruang Rapat Pimpinan Komisi X DPR RI,Terjadwal,23021
Komisi VIII,2025-05-14 16:00:00,RDP Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU No.8 Thn 2019 tentang PIHU dengan Kepala Badan Keahlian Setjen DPR RI,Perumusan Draf RUU Perubahan atas Undang-Undang No.8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23020
Komisi VIII,2025-05-14 13:00:00,"RDP Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU No.8 Thn 2019 ttg PIHU & Panja mengenai RUU Perubahan atas UU No.34 Thn 2014 ttg PKH dgn Dirjen Imigrasi, Dirjen Bea & Cukai,Dirjen Perhub.Udara & Dirut PT. Angkasa Pura Indonesia.","Pembahasan Kebijakan Pelayanan Imigrasi, Bea dan Cukai, serta Transportasi dalam Penyelenggaraan Ibadah Haji dan Umrah dalam rangka mencari masukan atas RUU Perubahan atas UU No.8 Tahun 2019 tentang PIHU dan RUU Perubahan atas UU No.34 Tahun 2014 tentang PKH",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23019
Komisi IX,2025-05-14 13:00:00,"Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan RI
","1. Perkembangan penyusunan Rencana Induk Bidang Kesehatan (RIBK), termasuk sinkronisasi dengan RPJMN 2025–2029 dan perumusan prioritas transformasi sistem kesehatan nasional.
2. Evaluasi Pelaksanaan Program Pemeriksaan Kesehatan Gratis.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23018
Komisi IX,2025-05-14 10:00:00,RDPU / Audiensi Komisi IX DPR RI dengan Ikatan Dokter Anak Indonesia (IDAI),"Permohonan Audiensi Terkait Ancaman terhadap Independensi Profesi Dokter Anak
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23017
BKSAP,2025-05-06 13:25:00,Rapat BURT dengan Sekjen DPR RI tentang Pembentukan Panja Realisasi Anggaran DPR RI ,"1.	Nota Penjelasan Sekretaris Jenderal DPR RI atas Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan dan Satker Setjen; 
2.	Pembentukan Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan dan Satker Setjen. 
3.	Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan; 
4.	Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Setjen; 
5.	Pembahasan Rancangan Renstra DPR RI Tahun 2025-2029. 
",Tertutup,Peninjauan Lapangan,120.0,Ruang Rapat BURT DPR RI,Terjadwal,23016
Komisi VIII,2025-05-08 16:00:00,Rapat Internal Pimpinan Komisi VIII DPR RI dengan Kapoksi VIII DPR RI,Pembahasan Program Kerja Kementerian Agama Tahun 2025,Terbuka,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23015
Komisi VIII,2025-05-08 14:00:00,Rapat Internal Pimpinan Komisi VIII DPR RI dengan Kapoksi VIII DPR RI ,Pembahasan Program Kerja Baznas Tahun 2025,Terbuka,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23014
Komisi XI,2025-05-08 10:00:00,RDP Komisi XI dengan Dirjen Anggaran,Pembahasan Penerimaan Negara Bukan Pajak,Terbuka,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,23013
Badan Kehormatan,2025-04-28 10:47:00,"RDP/RDPU dengan Bank Indonesia, Otoritas Jasa Keuangan, Bank Mandiri, Bank Rakyat Indonesia dan Bank Central Asia dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik","RDP/RDPU dengan Bank Indonesia, Otoritas Jasa Keuangan, Bank Mandiri, Bank Rakyat Indonesia dan Bank Central Asia dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik",Terbuka,Kunjungan Kerja,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23012
Badan Kehormatan,2025-04-28 13:34:00,"RDP / RDPU dengan Narasumber
dalam rangka penyusunan dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik","1. Kementerian ATR/BPN 
2. Kementerian Kehutanan 
3. Kementerian KLHK 
4. Kementerian Pertanian
5. Kepala Badan Informasi Geospasial / Yang Mewakili
6. Kepala BNN / Yang Mewakil",Terbuka,Rapat Dengar Pendapat,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23011
Badan Kehormatan,2025-04-28 19:36:00,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Tertutup,Seminar / Diskusi,116.0,"Ballroom Hotel JHL Serpong, Tangerang",Terjadwal,23010
Badan Kehormatan,2025-04-29 10:16:00,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Tertutup,Seminar / Diskusi,116.0,"Ballroom Hotel JHL Serpong, Tangerang",Terjadwal,23009
Badan Kehormatan,2025-04-29 14:00:00,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Tertutup,Seminar / Diskusi,116.0,"Ballroom Hotel JHL Serpong, Tangerang",Terjadwal,23008
Badan Kehormatan,2025-04-29 20:17:00,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,Tertutup,Seminar / Diskusi,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23007
Badan Kehormatan,2025-04-30 10:41:00,RDP/RDPU dengan Narasumber Dalam rangka Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik,"Narasumber : 
1. Kepala Korps Lalu lintas (Korlantas) Polri
2. Sekjen (PUSDATIN) Kementerian Pekerjaan Umum 
3. Direktur Utama Badan Penyelanggara Jaminan Sosial (BPJS) Kesehatan
4. Direktur Utama Badan Penyelenggara Jaminan Sosial (BPJS) Ketenagakerjaan
",Terbuka,Kunjungan Kerja,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23006
Badan Kehormatan,2025-04-30 14:47:00,Pengambilan Keputusan atas Hasil Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik,Pengambilan Keputusan atas Hasil Penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik,Terbuka,Workshop / Bimtek,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23005
Badan Kehormatan,2025-05-05 10:28:00,RDPU dengan Narasumber dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDPU dengan
1. Perwakilan Koalisi Masyarakat Sipil Untuk RUU tentang PPRT
2. Koordinator Jaringan Nasional Advokasi Pekerja Rumah Tangga (Jala PRT)
3. Koordinator Konsolidasi Mahasiswa Indonesia
Dalam rangka penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga",Terbuka,Kunjungan Kerja,116.0,Ruang Rapat Badan Legislasi,Terjadwal,23004
Komisi X,2025-05-07 13:00:00,RDPU Panja Perguruan Tinggi Kementerian dan Lembaga (PTKL) dengan Badan Akreditasi Nasional Perguruan Tinggi (BAN PT) dan Lembaga Akreditasi Mandiri Perguruan Tinggi (LAM PT).,"1. Peran dan fungsi BAN-PT dan LAM PT dalam akreditasi institusi PTKL secara menyeluruh dan program studi spesifik di PTKL.
2. Evaluasi implementasi Sistem Penjaminan Mutu di PTKL
3. Relevansi program pendidikan, dan akuntabilitas pengelolaan di PTKL.
4. Usulan perbaikan tata kelola PTKL dalam ekosistem perguruan tinggi nasional",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23003
Komisi VIII,2025-05-07 13:00:00,"Rapat Internal Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah, dan Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU Nomor 34 Tahun 2014 tentang Pengelolaan Keuangn Haji ","1. Perumusan Draf RUU Perubahan atas UU Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah; 
2. Sinkronisasi RUU Perubahan atas UU No. 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah dan RUU Perubahan atas UU No. 34 Tahun 2014 tentang Pengelolaan Keuangan Haji.",Terbuka,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23002
Komisi VIII,2025-05-07 11:00:00,Rapat Internal Pimpinan Komisi VIII DPR RI dengan Pimpinan DPR RI/ Korkesra,Persiapan Tim Pengawas Haji DPR RI Tahun 1446 H/2025 M.,Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23001
,2025-05-06 15:00:00,RDP dan RDPU Panja Minerba dengan Dirjen Minerba Kementerian ESDM RI dan Direktur Utama PT Mahakam Sumber Jaya,"1. Praktik pertambangan berkelanjutan 
2. Lain-lain ",Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23000
Komisi IX,2025-05-07 13:00:00,"Rapat Panja Pengawasan Komisi IX DPR RI mengenai Jaminan Kesehatan Nasional dengan Kemenkes RI, Kemendagri, Kemensos, Kepala BPS, BPJS Kesehatan, ADINKES, APEKSI, dan APKASI",Kepesertaan dan Kepatuhan Iuran,Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22999
Komisi IX,2025-05-07 10:00:00,"Rapat Panja Pengawasan Komisi IX DPR RI mengenai Percepatan Eliminasi Tuberculosis dengan Kemenkes RI, Kemenkeu, Kementerian Pekerjaan Umum RI, dan Kementerian PPN/Bappenas.","1. Kebijakan Program Percepatan Eliminasi Tuberculosis.
2. Anggaran Program Penanggulangan Tuberculosis.
3. Roadmap Percepatan Program Eliminasi Tuberculosis hingga 2030.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22998
,2025-05-06 13:00:00,Rapat Dengar Pendapat Komisi XII DPR RI dengan Dirjen Mineral dan Batubara Kementerian ESDM RI,"1.	Strategi dalam menjaga stabilitas harga komoditas mineral dan batubara di dalam negeri
2.	Penjelasan terkait kebijakan Devisa Hasil Eksport (DHE) dan Kenaikan Royalti
3.	Perkembangan hilirisasi batubara
4.	Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22997
Komisi X,2025-05-06 12:00:00,"RDP/RDPU Panja RUU tentang Sisdiknas Komisi X DPR RI dengan: 1.Dirjen PAUD, Pendidikan Dasar, dan Pendidikan Menengah 2. Dirjen Pendidikan Vokasi, Pendidikan Khusus, dan Pendidikan Layanan Khusus 3. Ketua HIMPAUDI 4. Prof. Dr. Budiyanto (Guru Besar Unesa)","1. Evaluasi pelaksanaan serta isu-isu strategis dalam Pendidikan Anak Usia Dini (PAUD).
2. Evaluasi pelaksanaan serta isu-isu strategis dalam Pendidikan Non-Formal, Pendidikan Informal, Pendidikan Khusus, dan Pendidikan Layanan Khusus.
3. Masukan terkait pengaturan penerapan wajib belajar pendidikan 13 tahun.
4. Masukan dan Rekomendasi dalam RUU tentang Sisdiknas.",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22996
Komisi XI,2025-05-07 14:00:00,RDP Komisi XI dengan Dirjen Bea Cukai tentang Penerimaan Bea dan Cukai,Penerimaan Bea dan Cukai,Rahasia,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,22995
Komisi XI,2025-05-07 10:00:00,RDP Komisi XI dengan Dirjen Pajak tentang Penerimaan Pajak dan Coretax.,Penerimaan Pajak dan Coretax.,Rahasia,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,22994
,2025-05-07 13:00:00,"Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Forum Komunikasi Pensiunan Indofarma (FKPI)
",Mendengarkan Aspirasi dari Forum Komunikasi Pensiunan Indofarma (FKPI) terkait Penyelesaian Permasalahan di Indofarma,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,22993
,2025-05-07 10:00:00,"Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Ikatan Dokter Anak Indonesia (IDAI)
",Mendengarkan Aspirasi dari Ikatan Dokter Anak Indonesia (IDAI) terkait Ancaman terhadap Independensi Profesi Dokter Anak,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,22992
Komisi IV,2025-05-06 13:00:00,RDP Panitia Kerja Penyusunan RUU tentang Perubahan Ketiga atas Undang-Undang Nomor 18 Tahun 2012 tentang Pangan dengan Pemerintah,meminta masukan terkait dengan Penyusunan RUU tentang Perubahan Ketiga atas Undang-Undang Nomor 18 Tahun 2012 tentang Pangan,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IV DPR RI ,Terjadwal,22991
Komisi IV,2025-05-06 10:00:00,"Rapat Dengar Pendapat Umum Panitia Kerja Pengawasan Penyerapan Gabah dan Jagung dengan Penggilingan Padi dan Pengusaha Beras, Kontak Tani Nelayan Andalan, Asosisasi Pedagang dan Produsen Jagung Indonesia, Presidium Perhimpunan Sarjana Pertanian Indonesia","Menerima aspirasi, masukan dan sarana terhadap kebijakan penyerapan gabah dan jagung",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IV DPR RI ,Terjadwal,22990
Komisi VIII,2025-05-06 13:00:00,Rapat Internal Pimpinan Komisi VIII DPR RI dengan Sekretaris Jenderal DPR RI dan PT. Nur Ramadhan,Persiapan Tim Pengawas Haji DPR RI Tahun 1446 H/2025 M,Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22989
Komisi VIII,2025-05-06 10:00:00,Rapat Internal Pimpinan Komisi VIII DPR RI dengan Kapoksi VIII DPR RI  ,Pembahasan Program Kerja Mitra Komisi VIII DPR RI,Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22988
Komisi IX,2025-05-06 10:00:00,"Rapat Dengar Pendapat Komisi IX DPR RI dengan Kepala Badan Gizi
Nasional
","1. Membahas evaluasi capaian implementasi Program Makan
Bergizi Gratis hingga triwulan II tahun 2025
2. Membahas tantangan koordinasi Badan Gizi Nasional dengan berbagai pihak terkait, termasuk pemerintah daerah.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IX DPR RI ,Terjadwal,22987
Komisi I,2025-03-12 13:00:00,RDP Dengan Kepala Bakamla RI,Pekembangan Pembahasan Anggaran Passca Efisiensi ,Tertutup,Rapat Dengar Pendapat,116.0,Ruang Rapat Komisi I,Terjadwal,22986
Komisi V,2025-05-08 10:00:00,Raker Komisi V DPR RI dengan Menteri Perhubungan,"1. Membahas Program Kerja APBN TA 2025 (Pagu sebelum dan setelah efisiensi)
2. Membahas Hasil Pemeriksaan BPK RI Semester I Tahun 2024
3. dan lain-lain",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK-V),Terjadwal,22985
Komisi V,2025-05-07 10:00:00,Raker Komisi V DPR RI dengan Menteri Pekerjaan Umum,"1. Membahas Program Kerja APBN TA 2025 (Pagu sebelum dan setelah efisiensi)
2. Membahas Hasil Pemeriksaan BPK RI Semester I Tahun 2024
3. dan lain-lain",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK-V),Terjadwal,22984
Komisi V,2025-05-06 13:00:00,RDP Komisi V DPR RI dengan Kepala BMKG dan Kepala BNPP/BASARNAS ,"1. Membahas Program Kerja APBN TA 2025 (Pagu sebelum dan setelah efisiensi)
2. Membahas Hasil Pemeriksaan BPK RI Semester I Tahun 2024
3. dan lain-lain",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi V DPR RI (KK-V),Terjadwal,22983
,2025-05-05 13:00:00,"Rapat Dengar Pendapat Komisi XII DPR RI dengan Direktur Utama PT Bukit Asam, Tbk","1.	Perkembangan hilirisasi Batubara
2.	Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22982
,2025-05-06 15:00:00,RDPU dengan Akademisi ,RDP dengan Prof. Ir. Sakti Adji Adisasmita dan Dr. Wahyudi Hasbi,Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi XIII, Gd. Nusantara II Lantai 3",Terjadwal,22981
,2025-05-05 15:00:00,RDP dengan Sekjen Kemenhan dan Sekjen Kemenhub,RDP,Terbuka,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XIII, Gd. Nusantara II Lantai 3",Terjadwal,22980
,2025-05-05 11:00:00,Rapat Audiensi Komisi XII DPR RI dengan Institute for Essential Services Reform (IESR),Membahas Strategi pengembangan energi terbarukan serta perkembangan informasi tentang pengembangan RUU Energi Baru dan Energi Terbarukan,Terbuka,Rapat Internal,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22979
Komisi XI,2025-05-05 14:00:00,Rapat Kerja dengan Gubernur Bank Indonesia,Pembahasan penyertaan Modal Bank Indonesia dalam Nexus dan DAPENBI,Rahasia,Rapat Kerja,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,22978
Komisi XI,,Rapat Kerja Komisi XI dengan Gubernur Bank Indonesia,Pembahasan Kinerja Bank Indonesia,Rahasia,Rapat Kerja,120.0,Ruang rapat Komisi XI ,Terjadwal,22977
Komisi XI,,Rapat Kerja Komisi XI dengan Gubernur Bank Indonesia,Pembahasan Kinerja Bank Indonesia,Rahasia,Rapat Kerja,120.0,Ruang rapat Komisi XI ,Terjadwal,22976
Komisi XI,2025-05-05 10:00:00,Rapat Kerja Komisi XI dengan Gubernur Bank Indonesia,Pembahasan Kinerja Bank Indonesia,Rahasia,Rapat Kerja,120.0,Ruang rapat Komisi XI ,Terjadwal,22975
Komisi X,2025-05-05 10:00:00,"Rapat Dengar Pendapat Umum (RDPU) Panja Pendidikan di Daerah 3T dan Daerah Marginal Komisi X DPR RI dengan Kuanta Indonesia, Jaringan Pemantau Pendidikan Indonesia (JPPI), dan UNICEF Indonesia.","1. Kontribusi organisasi masyarakat dan perguruan tinggi dalam peningkatan akses dan kualitas pendidikan di daerah;
2. Program dan strategi untuk meningkatkan minat anak-anak di daerah terpencil agar tetap bersekolah.
",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22974
Komisi VIII,2025-05-05 13:00:00,"Rapat Internal Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU No. 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah, dan Panja Komisi VIII DPR RI mengenai RUU Perubahan atas UU No. 34 Tahun 2014 tentang Pengelolaan Keuangan Haji.","1. Evaluasi Draft RUU Berdasarkan Hasil Kunjungan Kerja Panja PIHU ke Negara Kazakhstan;
2. Sinkronisasi RUU Perubahan Atas UU No. 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umrah, dan RUU Perubahan Atas UU No. 34 Tahun 2014 tentang Pengelolaan Keuangan Haji.",Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22973
Badan Kehormatan,2025-03-19 10:45:00,Rapat Pleno Penyusunan Rancangan Undang-Undang tentang Perubahan Undang-Undang Nomor 25 Tahun 1992 tentang Perkoperasian,Presentasi Tim Ahli atas Penyusunan Rancangan Undang-Undang tentang Perubahan Undang-Undang Nomor 25 Tahun 1992 tentang Perkoperasian,Terbuka,Workshop / Bimtek,116.0,"Ruang Rapat Baleg DPR RI, Gedung Nusantara I Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,22972
Komisi IX,2025-05-05 13:00:00,Rapat Kerja Komisi IX dengan Menteri Ketenagakerjaan RI,"1. Membahas kesiapan menyelenggarakan program Rencana Tenaga Kerja (RTK) Mikro di 18 Provinsi serta target capaian yang akan dihasilkan.
2. Membahas implementasi skema school to work transition bekerja
sama dengan K/L untuk menekan angka pengangguran di Indonesia
3. Membahas evaluasi permasalahan Pemutusan Hubungan Kerja (PHK) sektor industri padat karya pemerintah atau swasta.
4. Membahas Program dan Anggaran
Pinjaman Hibah Luar Negeri (PHLN)
terkait Pengembangan BLK
Kemaritiman dan Labor Market
Information and Skills System
Transformation for Labor Market
Flexibility Project (LISTRAF) Tahun
2025.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22971
,2025-04-30 15:11:00,RDPU dengan Akademisi,RDPU dengan Akademisi,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAKN,Terjadwal,22970
,2025-04-30 14:00:00,"RDP dan RDPU Komisi XII dengan Dirjen Minerba KESDM RI, Dirut PT Antam Tbk, Dirut PT Borneo Alumina Indonesia, Dirut PT Bintan Alumina Indonesia, Dirut PT WHW Alumina Refinery dan Asosiasi P3BAI","1.	Kapasitas produksi dan kapasitas smelter 
2.	Dampak kebijakan pelarangan eksport bijih 
3.	Harga patokan mineral 
4.	Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22969
,2025-04-30 10:00:00,"RDP dan RDPU dengan Sekjen DEN, Dirjen EBTKE KESDM RI, Plt Kepala BAPETEN, Kepala BRIN, Dirut PT INUKI, dan Ketua HIMNI","1.	Rencana Pengembangan Pembangkit Listrik Tenaga Nuklir di Indonesia;
2.	Lain-lain.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22968
,2025-03-12 11:00:00,Rapat Internal Pansus RUU tentang Pengelolaan Ruang Udara,"1.Pemilihan dan Penetapan Pimpinan Pansus RUU tentang Pengelolaan Ruang Udara;
2.Brainstorming tentang Pembahasan RUU tentang Pengelolaan Ruang Udara.",Tertutup,Rapat Gabungan,116.0,Ruang Rapat Badan Legislasi,Terjadwal,22967
,2025-03-12 11:00:00,Rapat Intern Pansus RUU tentang Pengelolaan Ruang Udara,Pemilihan dan Penetapan Pimpinan Panitia Khusus RUU tentang Pengelolaan Ruang Udara,Tertutup,Public Hearing,116.0,Ruang Rapat Badan Legislasi,Dibatalkan,22966
,2025-04-30 10:00:00,RDPU Komisi XIII DPR RI dengan: (1) LBH APIK (2) HUMA (3) ELSAM,Masukan terhadap RUU tentang Perubahan Kedua atas Undang-Undang Nomor 13 Tahun 2008 tentang Perlindungan Saksi dan Korban,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi XIII,Terjadwal,22965
Komisi IV,2025-04-30 10:00:00,Rapat Internal Panitia Kerja Pengawasan Distribusi Pupuk Bersubsidi,(Tertutup),Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22964
Komisi IV,2025-04-29 13:00:00,Rapat Internal Panitia Kerja Penyusunan RUU tentang Perubahan Ketiga atas Undang-Undang Nomor 18 Tahun 2012 tentang Pangan,(TERTUTUP),Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22963
Komisi IV,2025-04-29 10:00:00,Rapat Internal Panja Pengawasan Penyerapan Gabah dan Jagung ,(TERTUTUP),Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22962
Komisi VIII,2025-04-30 10:00:00,Rapat Kerja Komisi VIII DPR RI dengan Menteri Sosial RI,"1. Pembahasan Penyelenggaraan Sekolah Rakyat dan Integrasi Data Tunggal Sosial Ekonomi Nasional (DTSEN);  
2. Isu-Isu aktual.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22961
,2025-04-30 13:00:00,Rapat Dengar Pendapat Umum/Audiensi dengan Ketua Komisi Nasional Disabilitas Republik Indonesia,Audiensi,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi XIII,Terjadwal,22960
Komisi II,2025-04-30 10:00:00,Raker dan RDP Komisi II DPR RI dengan Menteri Dalam Negeri RI dan Para Gubernur,"-	Membahas terkait Penyelenggaraan Pemerintah Daerah;
-	Membahas terkait dana transfer pusat ke daerah; 
-	Membahas terkait Badan Usaha Milik Daerah (BUMD) dan Badan Layanan Umum Daerah (BLUD); dan
-	Membahas terkait pengelolaan kepegawaian.
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22959
Komisi VII,2025-04-29 19:00:00,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI dengan Pejabat Eselon I Pemerintah,Melanjutkan Pembahasan DIM RUU tentang Kepariwisataan ,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VII,Terjadwal,22958
Komisi VII,2025-04-30 14:00:00,"Rapat Kerja Komisi VII DPR RI dengan Menteri Usaha Mikro, Kecil, dan Menengah RI",Membahas mengenai Evaluasi Pelaksanaan Penghapusan Piutang Macet kepada UMKM,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VII,Terjadwal,22957
Komisi VII,2025-04-30 10:00:00,Rapat Kerja Komisi VII DPR RI dengan Menteri Ekonomi Kreatif/Kepala Badan Ekonomi Kreatif RI,"Penyediaan Akses Pendanaan, Pembiayaan, dan Investasi Ekonomi Kreatif",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VII,Terjadwal,22956
Komisi IX,2025-04-28 11:00:00,Rapat Dengar Pendapat Umum Komisi IX DPR RI dengan DPRD Kabupaten Pemalang Provinsi Jawa Tengah,Menerima masukan,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22955
Komisi IX,2025-04-30 13:30:00,"Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan RI dan Menteri Pendidikan Tinggi, Sains dan Teknologi RI serta lembaga profesi terkait","1. Membahas permasalahan pelanggaran kode etik dan disiplin kedokteran di fasilitas pelayanan kesehatan
2. Membahas penguatan sistem pengaduan dan perlindungan korban di sektor kesehatan dan pendidikan
3. Membahas transformasi kebijakan penguatan profesionalisme tenaga medis",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22954
